"C02451V02968","County","TLIST(A1)","Year","STATISTIC","Statistic Label","UNIT","VALUE"
"15","Kerry","2009","2009","ROA20C5","Injured Casualties","Number","345"
"15","Kerry","2009","2009","ROA20C6","All Killed and Injured Casualties","Number","357"
"15","Kerry","2010","2010","ROA20C1","Fatal Collisions","Number","8"
"15","Kerry","2010","2010","ROA20C2","Injury Collisions","Number","157"
"15","Kerry","2010","2010","ROA20C3","All Fatal and Injury Collisions","Number","165"
"15","Kerry","2010","2010","ROA20C4","Killed Casualties","Number","11"
"15","Kerry","2010","2010","ROA20C5","Injured Casualties","Number","254"
"15","Kerry","2010","2010","ROA20C6","All Killed and Injured Casualties","Number","265"
"15","Kerry","2011","2011","ROA20C1","Fatal Collisions","Number","7"
"15","Kerry","2011","2011","ROA20C2","Injury Collisions","Number","164"
"15","Kerry","2011","2011","ROA20C3","All Fatal and Injury Collisions","Number","171"
"15","Kerry","2011","2011","ROA20C4","Killed Casualties","Number","7"
"15","Kerry","2011","2011","ROA20C5","Injured Casualties","Number","249"
"15","Kerry","2011","2011","ROA20C6","All Killed and Injured Casualties","Number","256"
"15","Kerry","2012","2012","ROA20C1","Fatal Collisions","Number","7"
"15","Kerry","2012","2012","ROA20C2","Injury Collisions","Number","156"
"15","Kerry","2012","2012","ROA20C3","All Fatal and Injury Collisions","Number","163"
"15","Kerry","2012","2012","ROA20C4","Killed Casualties","Number","7"
"15","Kerry","2012","2012","ROA20C5","Injured Casualties","Number","239"
"15","Kerry","2012","2012","ROA20C6","All Killed and Injured Casualties","Number","246"
"16","Limerick","2005","2005","ROA20C1","Fatal Collisions","Number","17"
"16","Limerick","2005","2005","ROA20C2","Injury Collisions","Number","341"
"16","Limerick","2005","2005","ROA20C3","All Fatal and Injury Collisions","Number","358"
"16","Limerick","2005","2005","ROA20C4","Killed Casualties","Number","17"
"16","Limerick","2005","2005","ROA20C5","Injured Casualties","Number","487"
"16","Limerick","2005","2005","ROA20C6","All Killed and Injured Casualties","Number","504"
"16","Limerick","2006","2006","ROA20C1","Fatal Collisions","Number","15"
"16","Limerick","2006","2006","ROA20C2","Injury Collisions","Number","286"
"16","Limerick","2006","2006","ROA20C3","All Fatal and Injury Collisions","Number","301"
"16","Limerick","2006","2006","ROA20C4","Killed Casualties","Number","16"
"16","Limerick","2006","2006","ROA20C5","Injured Casualties","Number","466"
"16","Limerick","2006","2006","ROA20C6","All Killed and Injured Casualties","Number","482"
"16","Limerick","2007","2007","ROA20C1","Fatal Collisions","Number","14"
"16","Limerick","2007","2007","ROA20C2","Injury Collisions","Number","318"
"16","Limerick","2007","2007","ROA20C3","All Fatal and Injury Collisions","Number","332"
"16","Limerick","2007","2007","ROA20C4","Killed Casualties","Number","16"
"16","Limerick","2007","2007","ROA20C5","Injured Casualties","Number","470"
"16","Limerick","2007","2007","ROA20C6","All Killed and Injured Casualties","Number","486"
"16","Limerick","2008","2008","ROA20C1","Fatal Collisions","Number","15"
"16","Limerick","2008","2008","ROA20C2","Injury Collisions","Number","342"
"16","Limerick","2008","2008","ROA20C3","All Fatal and Injury Collisions","Number","357"
"16","Limerick","2008","2008","ROA20C4","Killed Casualties","Number","18"
"16","Limerick","2008","2008","ROA20C5","Injured Casualties","Number","539"
"16","Limerick","2008","2008","ROA20C6","All Killed and Injured Casualties","Number","557"
"16","Limerick","2009","2009","ROA20C1","Fatal Collisions","Number","19"
"16","Limerick","2009","2009","ROA20C2","Injury Collisions","Number","314"
"16","Limerick","2009","2009","ROA20C3","All Fatal and Injury Collisions","Number","333"
"16","Limerick","2009","2009","ROA20C4","Killed Casualties","Number","22"
"16","Limerick","2009","2009","ROA20C5","Injured Casualties","Number","487"
"16","Limerick","2009","2009","ROA20C6","All Killed and Injured Casualties","Number","509"
"16","Limerick","2010","2010","ROA20C1","Fatal Collisions","Number","15"
"16","Limerick","2010","2010","ROA20C2","Injury Collisions","Number","268"
"16","Limerick","2010","2010","ROA20C3","All Fatal and Injury Collisions","Number","283"
"16","Limerick","2010","2010","ROA20C4","Killed Casualties","Number","18"
"16","Limerick","2010","2010","ROA20C5","Injured Casualties","Number","393"
"16","Limerick","2010","2010","ROA20C6","All Killed and Injured Casualties","Number","411"
"16","Limerick","2011","2011","ROA20C1","Fatal Collisions","Number","14"
"16","Limerick","2011","2011","ROA20C2","Injury Collisions","Number","285"
"16","Limerick","2011","2011","ROA20C3","All Fatal and Injury Collisions","Number","299"
"16","Limerick","2011","2011","ROA20C4","Killed Casualties","Number","15"
"16","Limerick","2011","2011","ROA20C5","Injured Casualties","Number","429"
"16","Limerick","2011","2011","ROA20C6","All Killed and Injured Casualties","Number","444"
"16","Limerick","2012","2012","ROA20C1","Fatal Collisions","Number","5"
"16","Limerick","2012","2012","ROA20C2","Injury Collisions","Number","258"
"16","Limerick","2012","2012","ROA20C3","All Fatal and Injury Collisions","Number","263"
"16","Limerick","2012","2012","ROA20C4","Killed Casualties","Number","5"
"16","Limerick","2012","2012","ROA20C5","Injured Casualties","Number","385"
"16","Limerick","2012","2012","ROA20C6","All Killed and Injured Casualties","Number","390"
"171","North Tipperary","2005","2005","ROA20C1","Fatal Collisions","Number","9"
"171","North Tipperary","2005","2005","ROA20C2","Injury Collisions","Number","118"
"171","North Tipperary","2005","2005","ROA20C3","All Fatal and Injury Collisions","Number","127"
"171","North Tipperary","2005","2005","ROA20C4","Killed Casualties","Number","10"
"171","North Tipperary","2005","2005","ROA20C5","Injured Casualties","Number","179"
"171","North Tipperary","2005","2005","ROA20C6","All Killed and Injured Casualties","Number","189"
"171","North Tipperary","2006","2006","ROA20C1","Fatal Collisions","Number","13"
"171","North Tipperary","2006","2006","ROA20C2","Injury Collisions","Number","104"
"171","North Tipperary","2006","2006","ROA20C3","All Fatal and Injury Collisions","Number","117"
"171","North Tipperary","2006","2006","ROA20C4","Killed Casualties","Number","15"
"171","North Tipperary","2006","2006","ROA20C5","Injured Casualties","Number","181"
"171","North Tipperary","2006","2006","ROA20C6","All Killed and Injured Casualties","Number","196"
"171","North Tipperary","2007","2007","ROA20C1","Fatal Collisions","Number","6"
"171","North Tipperary","2007","2007","ROA20C2","Injury Collisions","Number","74"
"171","North Tipperary","2007","2007","ROA20C3","All Fatal and Injury Collisions","Number","80"
"171","North Tipperary","2007","2007","ROA20C4","Killed Casualties","Number","6"
"171","North Tipperary","2007","2007","ROA20C5","Injured Casualties","Number","102"
"171","North Tipperary","2007","2007","ROA20C6","All Killed and Injured Casualties","Number","108"
"171","North Tipperary","2008","2008","ROA20C1","Fatal Collisions","Number","10"
"171","North Tipperary","2008","2008","ROA20C2","Injury Collisions","Number","110"
"171","North Tipperary","2008","2008","ROA20C3","All Fatal and Injury Collisions","Number","120"
"171","North Tipperary","2008","2008","ROA20C4","Killed Casualties","Number","12"
"171","North Tipperary","2008","2008","ROA20C5","Injured Casualties","Number","171"
"171","North Tipperary","2008","2008","ROA20C6","All Killed and Injured Casualties","Number","183"
"171","North Tipperary","2009","2009","ROA20C1","Fatal Collisions","Number","4"
"171","North Tipperary","2009","2009","ROA20C2","Injury Collisions","Number","105"
"171","North Tipperary","2009","2009","ROA20C3","All Fatal and Injury Collisions","Number","109"
"171","North Tipperary","2009","2009","ROA20C4","Killed Casualties","Number","5"
"171","North Tipperary","2009","2009","ROA20C5","Injured Casualties","Number","164"
"171","North Tipperary","2009","2009","ROA20C6","All Killed and Injured Casualties","Number","169"
"171","North Tipperary","2010","2010","ROA20C1","Fatal Collisions","Number","3"
"171","North Tipperary","2010","2010","ROA20C2","Injury Collisions","Number","90"
"171","North Tipperary","2010","2010","ROA20C3","All Fatal and Injury Collisions","Number","93"
"171","North Tipperary","2010","2010","ROA20C4","Killed Casualties","Number","3"
"171","North Tipperary","2010","2010","ROA20C5","Injured Casualties","Number","137"
"171","North Tipperary","2010","2010","ROA20C6","All Killed and Injured Casualties","Number","140"
"171","North Tipperary","2011","2011","ROA20C1","Fatal Collisions","Number","5"
"171","North Tipperary","2011","2011","ROA20C2","Injury Collisions","Number","90"
"171","North Tipperary","2011","2011","ROA20C3","All Fatal and Injury Collisions","Number","95"
"171","North Tipperary","2011","2011","ROA20C4","Killed Casualties","Number","5"
"171","North Tipperary","2011","2011","ROA20C5","Injured Casualties","Number","128"
"171","North Tipperary","2011","2011","ROA20C6","All Killed and Injured Casualties","Number","133"
"171","North Tipperary","2012","2012","ROA20C1","Fatal Collisions","Number","1"
"171","North Tipperary","2012","2012","ROA20C2","Injury Collisions","Number","69"
"171","North Tipperary","2012","2012","ROA20C3","All Fatal and Injury Collisions","Number","70"
"171","North Tipperary","2012","2012","ROA20C4","Killed Casualties","Number","1"
"171","North Tipperary","2012","2012","ROA20C5","Injured Casualties","Number","96"
"171","North Tipperary","2012","2012","ROA20C6","All Killed and Injured Casualties","Number","97"
"172","South Tipperary","2005","2005","ROA20C1","Fatal Collisions","Number","5"
"172","South Tipperary","2005","2005","ROA20C2","Injury Collisions","Number","101"
"172","South Tipperary","2005","2005","ROA20C3","All Fatal and Injury Collisions","Number","106"
"172","South Tipperary","2005","2005","ROA20C4","Killed Casualties","Number","5"
"172","South Tipperary","2005","2005","ROA20C5","Injured Casualties","Number","163"
"172","South Tipperary","2005","2005","ROA20C6","All Killed and Injured Casualties","Number","168"
"172","South Tipperary","2006","2006","ROA20C1","Fatal Collisions","Number","10"
"172","South Tipperary","2006","2006","ROA20C2","Injury Collisions","Number","116"
"172","South Tipperary","2006","2006","ROA20C3","All Fatal and Injury Collisions","Number","126"
"172","South Tipperary","2006","2006","ROA20C4","Killed Casualties","Number","11"
"172","South Tipperary","2006","2006","ROA20C5","Injured Casualties","Number","176"
"172","South Tipperary","2006","2006","ROA20C6","All Killed and Injured Casualties","Number","187"
"172","South Tipperary","2007","2007","ROA20C1","Fatal Collisions","Number","9"
"172","South Tipperary","2007","2007","ROA20C2","Injury Collisions","Number","148"
"172","South Tipperary","2007","2007","ROA20C3","All Fatal and Injury Collisions","Number","157"
"172","South Tipperary","2007","2007","ROA20C4","Killed Casualties","Number","12"
"172","South Tipperary","2007","2007","ROA20C5","Injured Casualties","Number","255"
"172","South Tipperary","2007","2007","ROA20C6","All Killed and Injured Casualties","Number","267"
"172","South Tipperary","2008","2008","ROA20C1","Fatal Collisions","Number","9"
"172","South Tipperary","2008","2008","ROA20C2","Injury Collisions","Number","110"
"172","South Tipperary","2008","2008","ROA20C3","All Fatal and Injury Collisions","Number","119"
"172","South Tipperary","2008","2008","ROA20C4","Killed Casualties","Number","9"
"172","South Tipperary","2008","2008","ROA20C5","Injured Casualties","Number","177"
"172","South Tipperary","2008","2008","ROA20C6","All Killed and Injured Casualties","Number","186"
"172","South Tipperary","2009","2009","ROA20C1","Fatal Collisions","Number","6"
"172","South Tipperary","2009","2009","ROA20C2","Injury Collisions","Number","118"
"172","South Tipperary","2009","2009","ROA20C3","All Fatal and Injury Collisions","Number","124"
"172","South Tipperary","2009","2009","ROA20C4","Killed Casualties","Number","7"
"172","South Tipperary","2009","2009","ROA20C5","Injured Casualties","Number","172"
"172","South Tipperary","2009","2009","ROA20C6","All Killed and Injured Casualties","Number","179"
"172","South Tipperary","2010","2010","ROA20C1","Fatal Collisions","Number","3"
"172","South Tipperary","2010","2010","ROA20C2","Injury Collisions","Number","120"
"172","South Tipperary","2010","2010","ROA20C3","All Fatal and Injury Collisions","Number","123"
"172","South Tipperary","2010","2010","ROA20C4","Killed Casualties","Number","3"
"172","South Tipperary","2010","2010","ROA20C5","Injured Casualties","Number","175"
"172","South Tipperary","2010","2010","ROA20C6","All Killed and Injured Casualties","Number","178"
"172","South Tipperary","2011","2011","ROA20C1","Fatal Collisions","Number","4"
"172","South Tipperary","2011","2011","ROA20C2","Injury Collisions","Number","84"
"172","South Tipperary","2011","2011","ROA20C3","All Fatal and Injury Collisions","Number","88"
"172","South Tipperary","2011","2011","ROA20C4","Killed Casualties","Number","6"
"172","South Tipperary","2011","2011","ROA20C5","Injured Casualties","Number","115"
"172","South Tipperary","2011","2011","ROA20C6","All Killed and Injured Casualties","Number","121"
"172","South Tipperary","2012","2012","ROA20C1","Fatal Collisions","Number","2"
"172","South Tipperary","2012","2012","ROA20C2","Injury Collisions","Number","106"
"172","South Tipperary","2012","2012","ROA20C3","All Fatal and Injury Collisions","Number","108"
"172","South Tipperary","2012","2012","ROA20C4","Killed Casualties","Number","3"
"172","South Tipperary","2012","2012","ROA20C5","Injured Casualties","Number","141"
"172","South Tipperary","2012","2012","ROA20C6","All Killed and Injured Casualties","Number","144"
"18","Waterford","2005","2005","ROA20C1","Fatal Collisions","Number","9"
"18","Waterford","2005","2005","ROA20C2","Injury Collisions","Number","192"
"18","Waterford","2005","2005","ROA20C3","All Fatal and Injury Collisions","Number","201"
"18","Waterford","2005","2005","ROA20C4","Killed Casualties","Number","9"
"18","Waterford","2005","2005","ROA20C5","Injured Casualties","Number","298"
"18","Waterford","2005","2005","ROA20C6","All Killed and Injured Casualties","Number","307"
"18","Waterford","2006","2006","ROA20C1","Fatal Collisions","Number","7"
"18","Waterford","2006","2006","ROA20C2","Injury Collisions","Number","173"
"18","Waterford","2006","2006","ROA20C3","All Fatal and Injury Collisions","Number","180"
"18","Waterford","2006","2006","ROA20C4","Killed Casualties","Number","8"
"18","Waterford","2006","2006","ROA20C5","Injured Casualties","Number","234"
"18","Waterford","2006","2006","ROA20C6","All Killed and Injured Casualties","Number","242"
"18","Waterford","2007","2007","ROA20C1","Fatal Collisions","Number","6"
"18","Waterford","2007","2007","ROA20C2","Injury Collisions","Number","170"
"18","Waterford","2007","2007","ROA20C3","All Fatal and Injury Collisions","Number","176"
"18","Waterford","2007","2007","ROA20C4","Killed Casualties","Number","6"
"18","Waterford","2007","2007","ROA20C5","Injured Casualties","Number","240"
"18","Waterford","2007","2007","ROA20C6","All Killed and Injured Casualties","Number","246"
"18","Waterford","2008","2008","ROA20C1","Fatal Collisions","Number","6"
"18","Waterford","2008","2008","ROA20C2","Injury Collisions","Number","150"
"18","Waterford","2008","2008","ROA20C3","All Fatal and Injury Collisions","Number","156"
"18","Waterford","2008","2008","ROA20C4","Killed Casualties","Number","7"
"18","Waterford","2008","2008","ROA20C5","Injured Casualties","Number","225"
"18","Waterford","2008","2008","ROA20C6","All Killed and Injured Casualties","Number","232"
"18","Waterford","2009","2009","ROA20C1","Fatal Collisions","Number","3"
"18","Waterford","2009","2009","ROA20C2","Injury Collisions","Number","167"
"18","Waterford","2009","2009","ROA20C3","All Fatal and Injury Collisions","Number","170"
"18","Waterford","2009","2009","ROA20C4","Killed Casualties","Number","3"
"18","Waterford","2009","2009","ROA20C5","Injured Casualties","Number","243"
"18","Waterford","2009","2009","ROA20C6","All Killed and Injured Casualties","Number","246"
"18","Waterford","2010","2010","ROA20C1","Fatal Collisions","Number","4"
"18","Waterford","2010","2010","ROA20C2","Injury Collisions","Number","149"
"18","Waterford","2010","2010","ROA20C3","All Fatal and Injury Collisions","Number","153"
"18","Waterford","2010","2010","ROA20C4","Killed Casualties","Number","5"
"18","Waterford","2010","2010","ROA20C5","Injured Casualties","Number","211"
"18","Waterford","2010","2010","ROA20C6","All Killed and Injured Casualties","Number","216"
"18","Waterford","2011","2011","ROA20C1","Fatal Collisions","Number","7"
"18","Waterford","2011","2011","ROA20C2","Injury Collisions","Number","133"
"18","Waterford","2011","2011","ROA20C3","All Fatal and Injury Collisions","Number","140"
"18","Waterford","2011","2011","ROA20C4","Killed Casualties","Number","7"
"18","Waterford","2011","2011","ROA20C5","Injured Casualties","Number","189"
"18","Waterford","2011","2011","ROA20C6","All Killed and Injured Casualties","Number","196"
"18","Waterford","2012","2012","ROA20C1","Fatal Collisions","Number","3"
"18","Waterford","2012","2012","ROA20C2","Injury Collisions","Number","130"
"18","Waterford","2012","2012","ROA20C3","All Fatal and Injury Collisions","Number","133"
"18","Waterford","2012","2012","ROA20C4","Killed Casualties","Number","3"
"18","Waterford","2012","2012","ROA20C5","Injured Casualties","Number","201"
"18","Waterford","2012","2012","ROA20C6","All Killed and Injured Casualties","Number","204"
"19","Galway","2005","2005","ROA20C1","Fatal Collisions","Number","18"
"19","Galway","2005","2005","ROA20C2","Injury Collisions","Number","254"
"19","Galway","2005","2005","ROA20C3","All Fatal and Injury Collisions","Number","272"
"19","Galway","2005","2005","ROA20C4","Killed Casualties","Number","21"
"19","Galway","2005","2005","ROA20C5","Injured Casualties","Number","404"
"19","Galway","2005","2005","ROA20C6","All Killed and Injured Casualties","Number","425"
"19","Galway","2006","2006","ROA20C1","Fatal Collisions","Number","14"
"19","Galway","2006","2006","ROA20C2","Injury Collisions","Number","286"
"19","Galway","2006","2006","ROA20C3","All Fatal and Injury Collisions","Number","300"
"19","Galway","2006","2006","ROA20C4","Killed Casualties","Number","19"
"19","Galway","2006","2006","ROA20C5","Injured Casualties","Number","421"
"19","Galway","2006","2006","ROA20C6","All Killed and Injured Casualties","Number","440"
"19","Galway","2007","2007","ROA20C1","Fatal Collisions","Number","22"
"19","Galway","2007","2007","ROA20C2","Injury Collisions","Number","145"
"19","Galway","2007","2007","ROA20C3","All Fatal and Injury Collisions","Number","167"
"19","Galway","2007","2007","ROA20C4","Killed Casualties","Number","24"
"19","Galway","2007","2007","ROA20C5","Injured Casualties","Number","264"
"19","Galway","2007","2007","ROA20C6","All Killed and Injured Casualties","Number","288"
"19","Galway","2008","2008","ROA20C1","Fatal Collisions","Number","21"
"19","Galway","2008","2008","ROA20C2","Injury Collisions","Number","355"
"19","Galway","2008","2008","ROA20C3","All Fatal and Injury Collisions","Number","376"
"19","Galway","2008","2008","ROA20C4","Killed Casualties","Number","24"
"19","Galway","2008","2008","ROA20C5","Injured Casualties","Number","567"
"19","Galway","2008","2008","ROA20C6","All Killed and Injured Casualties","Number","591"
"19","Galway","2009","2009","ROA20C1","Fatal Collisions","Number","19"
"19","Galway","2009","2009","ROA20C2","Injury Collisions","Number","377"
"19","Galway","2009","2009","ROA20C3","All Fatal and Injury Collisions","Number","396"
"19","Galway","2009","2009","ROA20C4","Killed Casualties","Number","23"
"19","Galway","2009","2009","ROA20C5","Injured Casualties","Number","640"
"19","Galway","2009","2009","ROA20C6","All Killed and Injured Casualties","Number","663"
"19","Galway","2010","2010","ROA20C1","Fatal Collisions","Number","5"
"19","Galway","2010","2010","ROA20C2","Injury Collisions","Number","329"
"19","Galway","2010","2010","ROA20C3","All Fatal and Injury Collisions","Number","334"
"19","Galway","2010","2010","ROA20C4","Killed Casualties","Number","6"
"19","Galway","2010","2010","ROA20C5","Injured Casualties","Number","573"
"19","Galway","2010","2010","ROA20C6","All Killed and Injured Casualties","Number","579"
"19","Galway","2011","2011","ROA20C1","Fatal Collisions","Number","12"
"19","Galway","2011","2011","ROA20C2","Injury Collisions","Number","292"
"19","Galway","2011","2011","ROA20C3","All Fatal and Injury Collisions","Number","304"
"19","Galway","2011","2011","ROA20C4","Killed Casualties","Number","13"
"19","Galway","2011","2011","ROA20C5","Injured Casualties","Number","437"
"19","Galway","2011","2011","ROA20C6","All Killed and Injured Casualties","Number","450"
"19","Galway","2012","2012","ROA20C1","Fatal Collisions","Number","18"
"19","Galway","2012","2012","ROA20C2","Injury Collisions","Number","318"
"19","Galway","2012","2012","ROA20C3","All Fatal and Injury Collisions","Number","336"
"19","Galway","2012","2012","ROA20C4","Killed Casualties","Number","19"
"19","Galway","2012","2012","ROA20C5","Injured Casualties","Number","505"
"19","Galway","2012","2012","ROA20C6","All Killed and Injured Casualties","Number","524"
"20","Leitrim","2005","2005","ROA20C1","Fatal Collisions","Number","6"
"20","Leitrim","2005","2005","ROA20C2","Injury Collisions","Number","56"
"20","Leitrim","2005","2005","ROA20C3","All Fatal and Injury Collisions","Number","62"
"20","Leitrim","2005","2005","ROA20C4","Killed Casualties","Number","8"
"20","Leitrim","2005","2005","ROA20C5","Injured Casualties","Number","78"
"20","Leitrim","2005","2005","ROA20C6","All Killed and Injured Casualties","Number","86"
"20","Leitrim","2006","2006","ROA20C1","Fatal Collisions","Number","2"
"20","Leitrim","2006","2006","ROA20C2","Injury Collisions","Number","47"
"20","Leitrim","2006","2006","ROA20C3","All Fatal and Injury Collisions","Number","49"
"20","Leitrim","2006","2006","ROA20C4","Killed Casualties","Number","3"
"20","Leitrim","2006","2006","ROA20C5","Injured Casualties","Number","72"
"20","Leitrim","2006","2006","ROA20C6","All Killed and Injured Casualties","Number","75"
"20","Leitrim","2007","2007","ROA20C1","Fatal Collisions","Number","6"
"20","Leitrim","2007","2007","ROA20C2","Injury Collisions","Number","41"
"20","Leitrim","2007","2007","ROA20C3","All Fatal and Injury Collisions","Number","47"
"20","Leitrim","2007","2007","ROA20C4","Killed Casualties","Number","7"
"20","Leitrim","2007","2007","ROA20C5","Injured Casualties","Number","63"
"20","Leitrim","2007","2007","ROA20C6","All Killed and Injured Casualties","Number","70"
"20","Leitrim","2008","2008","ROA20C1","Fatal Collisions","Number","5"
"20","Leitrim","2008","2008","ROA20C2","Injury Collisions","Number","39"
"20","Leitrim","2008","2008","ROA20C3","All Fatal and Injury Collisions","Number","44"
"20","Leitrim","2008","2008","ROA20C4","Killed Casualties","Number","5"
"20","Leitrim","2008","2008","ROA20C5","Injured Casualties","Number","61"
"20","Leitrim","2008","2008","ROA20C6","All Killed and Injured Casualties","Number","66"
"20","Leitrim","2009","2009","ROA20C1","Fatal Collisions","Number","0"
"20","Leitrim","2009","2009","ROA20C2","Injury Collisions","Number","55"
"20","Leitrim","2009","2009","ROA20C3","All Fatal and Injury Collisions","Number","55"
"20","Leitrim","2009","2009","ROA20C4","Killed Casualties","Number","0"
"20","Leitrim","2009","2009","ROA20C5","Injured Casualties","Number","84"
"20","Leitrim","2009","2009","ROA20C6","All Killed and Injured Casualties","Number","84"
"20","Leitrim","2010","2010","ROA20C1","Fatal Collisions","Number","3"
"20","Leitrim","2010","2010","ROA20C2","Injury Collisions","Number","49"
"20","Leitrim","2010","2010","ROA20C3","All Fatal and Injury Collisions","Number","52"
"20","Leitrim","2010","2010","ROA20C4","Killed Casualties","Number","3"
"20","Leitrim","2010","2010","ROA20C5","Injured Casualties","Number","75"
"20","Leitrim","2010","2010","ROA20C6","All Killed and Injured Casualties","Number","78"
"20","Leitrim","2011","2011","ROA20C1","Fatal Collisions","Number","1"
"20","Leitrim","2011","2011","ROA20C2","Injury Collisions","Number","51"
"20","Leitrim","2011","2011","ROA20C3","All Fatal and Injury Collisions","Number","52"
"20","Leitrim","2011","2011","ROA20C4","Killed Casualties","Number","1"
"20","Leitrim","2011","2011","ROA20C5","Injured Casualties","Number","87"
"20","Leitrim","2011","2011","ROA20C6","All Killed and Injured Casualties","Number","88"
"20","Leitrim","2012","2012","ROA20C1","Fatal Collisions","Number","0"
"20","Leitrim","2012","2012","ROA20C2","Injury Collisions","Number","46"
"20","Leitrim","2012","2012","ROA20C3","All Fatal and Injury Collisions","Number","46"
"20","Leitrim","2012","2012","ROA20C4","Killed Casualties","Number","0"
"20","Leitrim","2012","2012","ROA20C5","Injured Casualties","Number","71"
"20","Leitrim","2012","2012","ROA20C6","All Killed and Injured Casualties","Number","71"
"21","Mayo","2005","2005","ROA20C1","Fatal Collisions","Number","13"
"21","Mayo","2005","2005","ROA20C2","Injury Collisions","Number","152"
"21","Mayo","2005","2005","ROA20C3","All Fatal and Injury Collisions","Number","165"
"21","Mayo","2005","2005","ROA20C4","Killed Casualties","Number","14"
"21","Mayo","2005","2005","ROA20C5","Injured Casualties","Number","250"
"21","Mayo","2005","2005","ROA20C6","All Killed and Injured Casualties","Number","264"
"21","Mayo","2006","2006","ROA20C1","Fatal Collisions","Number","8"
"21","Mayo","2006","2006","ROA20C2","Injury Collisions","Number","163"
"21","Mayo","2006","2006","ROA20C3","All Fatal and Injury Collisions","Number","171"
"21","Mayo","2006","2006","ROA20C4","Killed Casualties","Number","11"
"21","Mayo","2006","2006","ROA20C5","Injured Casualties","Number","232"
"21","Mayo","2006","2006","ROA20C6","All Killed and Injured Casualties","Number","243"
"21","Mayo","2007","2007","ROA20C1","Fatal Collisions","Number","8"
"21","Mayo","2007","2007","ROA20C2","Injury Collisions","Number","134"
"21","Mayo","2007","2007","ROA20C3","All Fatal and Injury Collisions","Number","142"
"21","Mayo","2007","2007","ROA20C4","Killed Casualties","Number","9"
"21","Mayo","2007","2007","ROA20C5","Injured Casualties","Number","217"
"21","Mayo","2007","2007","ROA20C6","All Killed and Injured Casualties","Number","226"
"21","Mayo","2008","2008","ROA20C1","Fatal Collisions","Number","10"
"21","Mayo","2008","2008","ROA20C2","Injury Collisions","Number","186"
"21","Mayo","2008","2008","ROA20C3","All Fatal and Injury Collisions","Number","196"
"21","Mayo","2008","2008","ROA20C4","Killed Casualties","Number","10"
"21","Mayo","2008","2008","ROA20C5","Injured Casualties","Number","328"
"21","Mayo","2008","2008","ROA20C6","All Killed and Injured Casualties","Number","338"
"21","Mayo","2009","2009","ROA20C1","Fatal Collisions","Number","9"
"21","Mayo","2009","2009","ROA20C2","Injury Collisions","Number","180"
"21","Mayo","2009","2009","ROA20C3","All Fatal and Injury Collisions","Number","189"
"21","Mayo","2009","2009","ROA20C4","Killed Casualties","Number","10"
"21","Mayo","2009","2009","ROA20C5","Injured Casualties","Number","275"
"21","Mayo","2009","2009","ROA20C6","All Killed and Injured Casualties","Number","285"
"21","Mayo","2010","2010","ROA20C1","Fatal Collisions","Number","6"
"21","Mayo","2010","2010","ROA20C2","Injury Collisions","Number","170"
"21","Mayo","2010","2010","ROA20C3","All Fatal and Injury Collisions","Number","176"
"21","Mayo","2010","2010","ROA20C4","Killed Casualties","Number","7"
"21","Mayo","2010","2010","ROA20C5","Injured Casualties","Number","280"
"21","Mayo","2010","2010","ROA20C6","All Killed and Injured Casualties","Number","287"
"21","Mayo","2011","2011","ROA20C1","Fatal Collisions","Number","11"
"21","Mayo","2011","2011","ROA20C2","Injury Collisions","Number","129"
"21","Mayo","2011","2011","ROA20C3","All Fatal and Injury Collisions","Number","140"
"21","Mayo","2011","2011","ROA20C4","Killed Casualties","Number","12"
"21","Mayo","2011","2011","ROA20C5","Injured Casualties","Number","207"
"21","Mayo","2011","2011","ROA20C6","All Killed and Injured Casualties","Number","219"
"21","Mayo","2012","2012","ROA20C1","Fatal Collisions","Number","6"
"21","Mayo","2012","2012","ROA20C2","Injury Collisions","Number","160"
"21","Mayo","2012","2012","ROA20C3","All Fatal and Injury Collisions","Number","166"
"21","Mayo","2012","2012","ROA20C4","Killed Casualties","Number","7"
"21","Mayo","2012","2012","ROA20C5","Injured Casualties","Number","269"
"21","Mayo","2012","2012","ROA20C6","All Killed and Injured Casualties","Number","276"
"22","Roscommon","2005","2005","ROA20C1","Fatal Collisions","Number","4"
"22","Roscommon","2005","2005","ROA20C2","Injury Collisions","Number","114"
"22","Roscommon","2005","2005","ROA20C3","All Fatal and Injury Collisions","Number","118"
"22","Roscommon","2005","2005","ROA20C4","Killed Casualties","Number","5"
"22","Roscommon","2005","2005","ROA20C5","Injured Casualties","Number","167"
"22","Roscommon","2005","2005","ROA20C6","All Killed and Injured Casualties","Number","172"
"22","Roscommon","2006","2006","ROA20C1","Fatal Collisions","Number","5"
"22","Roscommon","2006","2006","ROA20C2","Injury Collisions","Number","97"
"22","Roscommon","2006","2006","ROA20C3","All Fatal and Injury Collisions","Number","102"
"22","Roscommon","2006","2006","ROA20C4","Killed Casualties","Number","5"
"22","Roscommon","2006","2006","ROA20C5","Injured Casualties","Number","163"
"22","Roscommon","2006","2006","ROA20C6","All Killed and Injured Casualties","Number","168"
"22","Roscommon","2007","2007","ROA20C1","Fatal Collisions","Number","6"
"22","Roscommon","2007","2007","ROA20C2","Injury Collisions","Number","92"
"22","Roscommon","2007","2007","ROA20C3","All Fatal and Injury Collisions","Number","98"
