"STATISTIC","Statistic Label","TLIST(A1)","Year","C02639V03196","Day of Week","UNIT","VALUE"
"ROA18C3","All Fatal and Injury Collisions","2016","2016","-","All days","Number","5891"
"ROA18C3","All Fatal and Injury Collisions","2016","2016","1","Sunday","Number","743"
"ROA18C3","All Fatal and Injury Collisions","2016","2016","2","Monday","Number","845"
"ROA18C3","All Fatal and Injury Collisions","2016","2016","3","Tuesday","Number","851"
"ROA18C3","All Fatal and Injury Collisions","2016","2016","4","Wednesday","Number","868"
"ROA18C3","All Fatal and Injury Collisions","2016","2016","5","Thursday","Number","841"
"ROA18C3","All Fatal and Injury Collisions","2016","2016","6","Friday","Number","922"
"ROA18C3","All Fatal and Injury Collisions","2016","2016","7","Saturday","Number","821"
"ROA18C3","All Fatal and Injury Collisions","2017","2017","-","All days","Number","6055"
"ROA18C3","All Fatal and Injury Collisions","2017","2017","1","Sunday","Number","791"
"ROA18C3","All Fatal and Injury Collisions","2017","2017","2","Monday","Number","859"
"ROA18C3","All Fatal and Injury Collisions","2017","2017","3","Tuesday","Number","854"
"ROA18C3","All Fatal and Injury Collisions","2017","2017","4","Wednesday","Number","904"
"ROA18C3","All Fatal and Injury Collisions","2017","2017","5","Thursday","Number","896"
"ROA18C3","All Fatal and Injury Collisions","2017","2017","6","Friday","Number","920"
"ROA18C3","All Fatal and Injury Collisions","2017","2017","7","Saturday","Number","831"
"ROA18C3","All Fatal and Injury Collisions","2018","2018","-","All days","Number","6106"
"ROA18C3","All Fatal and Injury Collisions","2018","2018","1","Sunday","Number","734"
"ROA18C3","All Fatal and Injury Collisions","2018","2018","2","Monday","Number","890"
"ROA18C3","All Fatal and Injury Collisions","2018","2018","3","Tuesday","Number","873"
"ROA18C3","All Fatal and Injury Collisions","2018","2018","4","Wednesday","Number","861"
"ROA18C3","All Fatal and Injury Collisions","2018","2018","5","Thursday","Number","939"
"ROA18C3","All Fatal and Injury Collisions","2018","2018","6","Friday","Number","1021"
"ROA18C3","All Fatal and Injury Collisions","2018","2018","7","Saturday","Number","788"
"ROA18C3","All Fatal and Injury Collisions","2019","2019","-","All days","Number","5827"
"ROA18C3","All Fatal and Injury Collisions","2019","2019","1","Sunday","Number","715"
"ROA18C3","All Fatal and Injury Collisions","2019","2019","2","Monday","Number","813"
"ROA18C3","All Fatal and Injury Collisions","2019","2019","3","Tuesday","Number","853"
"ROA18C3","All Fatal and Injury Collisions","2019","2019","4","Wednesday","Number","879"
"ROA18C3","All Fatal and Injury Collisions","2019","2019","5","Thursday","Number","902"
"ROA18C3","All Fatal and Injury Collisions","2019","2019","6","Friday","Number","938"
"ROA18C3","All Fatal and Injury Collisions","2019","2019","7","Saturday","Number","727"
"ROA18C3","All Fatal and Injury Collisions","2020","2020","-","All days","Number","4429"
"ROA18C3","All Fatal and Injury Collisions","2020","2020","1","Sunday","Number","518"
"ROA18C3","All Fatal and Injury Collisions","2020","2020","2","Monday","Number","625"
"ROA18C3","All Fatal and Injury Collisions","2020","2020","3","Tuesday","Number","621"
"ROA18C3","All Fatal and Injury Collisions","2020","2020","4","Wednesday","Number","649"
"ROA18C3","All Fatal and Injury Collisions","2020","2020","5","Thursday","Number","684"
"ROA18C3","All Fatal and Injury Collisions","2020","2020","6","Friday","Number","732"
"ROA18C3","All Fatal and Injury Collisions","2020","2020","7","Saturday","Number","600"
"ROA18C3","All Fatal and Injury Collisions","2021","2021","-","All days","Number","4913"
"ROA18C3","All Fatal and Injury Collisions","2021","2021","1","Sunday","Number","624"
"ROA18C3","All Fatal and Injury Collisions","2021","2021","2","Monday","Number","647"
"ROA18C3","All Fatal and Injury Collisions","2021","2021","3","Tuesday","Number","671"
"ROA18C3","All Fatal and Injury Collisions","2021","2021","4","Wednesday","Number","722"
"ROA18C3","All Fatal and Injury Collisions","2021","2021","5","Thursday","Number","730"
"ROA18C3","All Fatal and Injury Collisions","2021","2021","6","Friday","Number","809"
"ROA18C3","All Fatal and Injury Collisions","2021","2021","7","Saturday","Number","710"
"ROA18C3","All Fatal and Injury Collisions","2022","2022","-","All days","Number","5715"
"ROA18C3","All Fatal and Injury Collisions","2022","2022","1","Sunday","Number","737"
"ROA18C3","All Fatal and Injury Collisions","2022","2022","2","Monday","Number","772"
"ROA18C3","All Fatal and Injury Collisions","2022","2022","3","Tuesday","Number","823"
"ROA18C3","All Fatal and Injury Collisions","2022","2022","4","Wednesday","Number","851"
"ROA18C3","All Fatal and Injury Collisions","2022","2022","5","Thursday","Number","861"
"ROA18C3","All Fatal and Injury Collisions","2022","2022","6","Friday","Number","866"
"ROA18C3","All Fatal and Injury Collisions","2022","2022","7","Saturday","Number","805"
"ROA18C3","All Fatal and Injury Collisions","2023","2023","-","All days","Number","5526"
"ROA18C3","All Fatal and Injury Collisions","2023","2023","1","Sunday","Number","687"
"ROA18C3","All Fatal and Injury Collisions","2023","2023","2","Monday","Number","766"
"ROA18C3","All Fatal and Injury Collisions","2023","2023","3","Tuesday","Number","829"
"ROA18C3","All Fatal and Injury Collisions","2023","2023","4","Wednesday","Number","782"
"ROA18C3","All Fatal and Injury Collisions","2023","2023","5","Thursday","Number","861"
"ROA18C3","All Fatal and Injury Collisions","2023","2023","6","Friday","Number","870"
"ROA18C3","All Fatal and Injury Collisions","2023","2023","7","Saturday","Number","731"
"ROA18C4","Killed Casualties","2005","2005","-","All days","Number","396"
"ROA18C4","Killed Casualties","2005","2005","1","Sunday","Number","89"
"ROA18C4","Killed Casualties","2005","2005","2","Monday","Number","47"
"ROA18C4","Killed Casualties","2005","2005","3","Tuesday","Number","29"
"ROA18C4","Killed Casualties","2005","2005","4","Wednesday","Number","38"
"ROA18C4","Killed Casualties","2005","2005","5","Thursday","Number","49"
"ROA18C4","Killed Casualties","2005","2005","6","Friday","Number","56"
"ROA18C4","Killed Casualties","2005","2005","7","Saturday","Number","88"
"ROA18C4","Killed Casualties","2006","2006","-","All days","Number","365"
"ROA18C4","Killed Casualties","2006","2006","1","Sunday","Number","80"
"ROA18C4","Killed Casualties","2006","2006","2","Monday","Number","64"
"ROA18C4","Killed Casualties","2006","2006","3","Tuesday","Number","42"
"ROA18C4","Killed Casualties","2006","2006","4","Wednesday","Number","35"
"ROA18C4","Killed Casualties","2006","2006","5","Thursday","Number","37"
"ROA18C4","Killed Casualties","2006","2006","6","Friday","Number","44"
"ROA18C4","Killed Casualties","2006","2006","7","Saturday","Number","63"
"ROA18C4","Killed Casualties","2007","2007","-","All days","Number","338"
"ROA18C4","Killed Casualties","2007","2007","1","Sunday","Number","75"
"ROA18C4","Killed Casualties","2007","2007","2","Monday","Number","41"
"ROA18C4","Killed Casualties","2007","2007","3","Tuesday","Number","36"
"ROA18C4","Killed Casualties","2007","2007","4","Wednesday","Number","34"
"ROA18C4","Killed Casualties","2007","2007","5","Thursday","Number","56"
"ROA18C4","Killed Casualties","2007","2007","6","Friday","Number","37"
"ROA18C4","Killed Casualties","2007","2007","7","Saturday","Number","59"
"ROA18C4","Killed Casualties","2008","2008","-","All days","Number","279"
"ROA18C4","Killed Casualties","2008","2008","1","Sunday","Number","59"
"ROA18C4","Killed Casualties","2008","2008","2","Monday","Number","38"
"ROA18C4","Killed Casualties","2008","2008","3","Tuesday","Number","34"
"ROA18C4","Killed Casualties","2008","2008","4","Wednesday","Number","31"
"ROA18C4","Killed Casualties","2008","2008","5","Thursday","Number","36"
"ROA18C4","Killed Casualties","2008","2008","6","Friday","Number","33"
"ROA18C4","Killed Casualties","2008","2008","7","Saturday","Number","48"
"ROA18C4","Killed Casualties","2009","2009","-","All days","Number","238"
"ROA18C4","Killed Casualties","2009","2009","1","Sunday","Number","50"
"ROA18C4","Killed Casualties","2009","2009","2","Monday","Number","45"
"ROA18C4","Killed Casualties","2009","2009","3","Tuesday","Number","32"
"ROA18C4","Killed Casualties","2009","2009","4","Wednesday","Number","27"
"ROA18C4","Killed Casualties","2009","2009","5","Thursday","Number","18"
"ROA18C4","Killed Casualties","2009","2009","6","Friday","Number","30"
"ROA18C4","Killed Casualties","2009","2009","7","Saturday","Number","36"
"ROA18C4","Killed Casualties","2010","2010","-","All days","Number","212"
"ROA18C4","Killed Casualties","2010","2010","1","Sunday","Number","54"
"ROA18C4","Killed Casualties","2010","2010","2","Monday","Number","23"
"ROA18C4","Killed Casualties","2010","2010","3","Tuesday","Number","23"
"ROA18C4","Killed Casualties","2010","2010","4","Wednesday","Number","24"
"ROA18C4","Killed Casualties","2010","2010","5","Thursday","Number","22"
"ROA18C4","Killed Casualties","2010","2010","6","Friday","Number","26"
"ROA18C4","Killed Casualties","2010","2010","7","Saturday","Number","40"
"ROA18C4","Killed Casualties","2011","2011","-","All days","Number","186"
"ROA18C4","Killed Casualties","2011","2011","1","Sunday","Number","30"
"ROA18C4","Killed Casualties","2011","2011","2","Monday","Number","30"
"ROA18C4","Killed Casualties","2011","2011","3","Tuesday","Number","29"
"ROA18C4","Killed Casualties","2011","2011","4","Wednesday","Number","21"
"ROA18C4","Killed Casualties","2011","2011","5","Thursday","Number","21"
"ROA18C4","Killed Casualties","2011","2011","6","Friday","Number","35"
"ROA18C4","Killed Casualties","2011","2011","7","Saturday","Number","20"
"ROA18C4","Killed Casualties","2012","2012","-","All days","Number","162"
"ROA18C4","Killed Casualties","2012","2012","1","Sunday","Number","39"
"ROA18C4","Killed Casualties","2012","2012","2","Monday","Number","17"
"ROA18C4","Killed Casualties","2012","2012","3","Tuesday","Number","11"
"ROA18C4","Killed Casualties","2012","2012","4","Wednesday","Number","21"
"ROA18C4","Killed Casualties","2012","2012","5","Thursday","Number","19"
"ROA18C4","Killed Casualties","2012","2012","6","Friday","Number","28"
"ROA18C4","Killed Casualties","2012","2012","7","Saturday","Number","27"
"ROA18C4","Killed Casualties","2013","2013","-","All days","Number","188"
"ROA18C4","Killed Casualties","2013","2013","1","Sunday","Number","32"
"ROA18C4","Killed Casualties","2013","2013","2","Monday","Number","29"
"ROA18C4","Killed Casualties","2013","2013","3","Tuesday","Number","19"
"ROA18C4","Killed Casualties","2013","2013","4","Wednesday","Number","21"
"ROA18C4","Killed Casualties","2013","2013","5","Thursday","Number","25"
"ROA18C4","Killed Casualties","2013","2013","6","Friday","Number","35"
"ROA18C4","Killed Casualties","2013","2013","7","Saturday","Number","27"
"ROA18C4","Killed Casualties","2014","2014","-","All days","Number","192"
"ROA18C4","Killed Casualties","2014","2014","1","Sunday","Number","30"
"ROA18C4","Killed Casualties","2014","2014","2","Monday","Number","26"
"ROA18C4","Killed Casualties","2014","2014","3","Tuesday","Number","18"
"ROA18C4","Killed Casualties","2014","2014","4","Wednesday","Number","25"
"ROA18C4","Killed Casualties","2014","2014","5","Thursday","Number","38"
"ROA18C4","Killed Casualties","2014","2014","6","Friday","Number","27"
"ROA18C4","Killed Casualties","2014","2014","7","Saturday","Number","28"
"ROA18C4","Killed Casualties","2015","2015","-","All days","Number","162"
"ROA18C4","Killed Casualties","2015","2015","1","Sunday","Number","31"
"ROA18C4","Killed Casualties","2015","2015","2","Monday","Number","20"
"ROA18C4","Killed Casualties","2015","2015","3","Tuesday","Number","27"
"ROA18C4","Killed Casualties","2015","2015","4","Wednesday","Number","20"
"ROA18C4","Killed Casualties","2015","2015","5","Thursday","Number","19"
"ROA18C4","Killed Casualties","2015","2015","6","Friday","Number","23"
"ROA18C4","Killed Casualties","2015","2015","7","Saturday","Number","22"
"ROA18C4","Killed Casualties","2016","2016","-","All days","Number","186"
"ROA18C4","Killed Casualties","2016","2016","1","Sunday","Number","37"
"ROA18C4","Killed Casualties","2016","2016","2","Monday","Number","20"
"ROA18C4","Killed Casualties","2016","2016","3","Tuesday","Number","29"
"ROA18C4","Killed Casualties","2016","2016","4","Wednesday","Number","25"
"ROA18C4","Killed Casualties","2016","2016","5","Thursday","Number","32"
"ROA18C4","Killed Casualties","2016","2016","6","Friday","Number","15"
"ROA18C4","Killed Casualties","2016","2016","7","Saturday","Number","28"
"ROA18C4","Killed Casualties","2017","2017","-","All days","Number","156"
