"STATISTIC","Statistic Label","TLIST(A1)","Year","C03119V03771","Hour of Day","UNIT","VALUE"
"ROA19C3","All Fatal and Injury Collisions","2011","2011","02","1","Number","110"
"ROA19C3","All Fatal and Injury Collisions","2011","2011","03","2","Number","108"
"ROA19C3","All Fatal and Injury Collisions","2011","2011","04","3","Number","88"
"ROA19C3","All Fatal and Injury Collisions","2011","2011","05","4","Number","54"
"ROA19C3","All Fatal and Injury Collisions","2011","2011","06","5","Number","56"
"ROA19C3","All Fatal and Injury Collisions","2011","2011","07","6","Number","65"
"ROA19C3","All Fatal and Injury Collisions","2011","2011","08","7","Number","144"
"ROA19C3","All Fatal and Injury Collisions","2011","2011","09","8","Number","279"
"ROA19C3","All Fatal and Injury Collisions","2011","2011","10","9","Number","306"
"ROA19C3","All Fatal and Injury Collisions","2011","2011","11","10","Number","222"
"ROA19C3","All Fatal and Injury Collisions","2011","2011","12","11","Number","234"
"ROA19C3","All Fatal and Injury Collisions","2011","2011","13","12","Number","307"
"ROA19C3","All Fatal and Injury Collisions","2011","2011","14","13","Number","320"
"ROA19C3","All Fatal and Injury Collisions","2011","2011","15","14","Number","318"
"ROA19C3","All Fatal and Injury Collisions","2011","2011","16","15","Number","343"
"ROA19C3","All Fatal and Injury Collisions","2011","2011","17","16","Number","373"
"ROA19C3","All Fatal and Injury Collisions","2011","2011","18","17","Number","386"
"ROA19C3","All Fatal and Injury Collisions","2011","2011","19","18","Number","365"
"ROA19C3","All Fatal and Injury Collisions","2011","2011","20","19","Number","296"
"ROA19C3","All Fatal and Injury Collisions","2011","2011","21","20","Number","250"
"ROA19C3","All Fatal and Injury Collisions","2011","2011","22","21","Number","196"
"ROA19C3","All Fatal and Injury Collisions","2011","2011","23","22","Number","166"
"ROA19C3","All Fatal and Injury Collisions","2011","2011","24","23","Number","126"
"ROA19C3","All Fatal and Injury Collisions","2012","2012","-","All hours","Number","5610"
"ROA19C3","All Fatal and Injury Collisions","2012","2012","01","12 midnight","Number","119"
"ROA19C3","All Fatal and Injury Collisions","2012","2012","02","1","Number","106"
"ROA19C3","All Fatal and Injury Collisions","2012","2012","03","2","Number","115"
"ROA19C3","All Fatal and Injury Collisions","2012","2012","04","3","Number","110"
"ROA19C3","All Fatal and Injury Collisions","2012","2012","05","4","Number","59"
"ROA19C3","All Fatal and Injury Collisions","2012","2012","06","5","Number","55"
"ROA19C3","All Fatal and Injury Collisions","2012","2012","07","6","Number","79"
"ROA19C3","All Fatal and Injury Collisions","2012","2012","08","7","Number","139"
"ROA19C3","All Fatal and Injury Collisions","2012","2012","09","8","Number","294"
"ROA19C3","All Fatal and Injury Collisions","2012","2012","10","9","Number","282"
"ROA19C3","All Fatal and Injury Collisions","2012","2012","11","10","Number","229"
"ROA19C3","All Fatal and Injury Collisions","2012","2012","12","11","Number","269"
"ROA19C3","All Fatal and Injury Collisions","2012","2012","13","12","Number","292"
"ROA19C3","All Fatal and Injury Collisions","2012","2012","14","13","Number","327"
"ROA19C3","All Fatal and Injury Collisions","2012","2012","15","14","Number","330"
"ROA19C3","All Fatal and Injury Collisions","2012","2012","16","15","Number","382"
"ROA19C3","All Fatal and Injury Collisions","2012","2012","17","16","Number","434"
"ROA19C3","All Fatal and Injury Collisions","2012","2012","18","17","Number","446"
"ROA19C3","All Fatal and Injury Collisions","2012","2012","19","18","Number","408"
"ROA19C3","All Fatal and Injury Collisions","2012","2012","20","19","Number","313"
"ROA19C3","All Fatal and Injury Collisions","2012","2012","21","20","Number","270"
"ROA19C3","All Fatal and Injury Collisions","2012","2012","22","21","Number","225"
"ROA19C3","All Fatal and Injury Collisions","2012","2012","23","22","Number","181"
"ROA19C3","All Fatal and Injury Collisions","2012","2012","24","23","Number","146"
"ROA19C3","All Fatal and Injury Collisions","2013","2013","-","All hours","Number","4976"
"ROA19C3","All Fatal and Injury Collisions","2013","2013","01","12 midnight","Number","103"
"ROA19C3","All Fatal and Injury Collisions","2013","2013","02","1","Number","76"
"ROA19C3","All Fatal and Injury Collisions","2013","2013","03","2","Number","79"
"ROA19C3","All Fatal and Injury Collisions","2013","2013","04","3","Number","70"
"ROA19C3","All Fatal and Injury Collisions","2013","2013","05","4","Number","44"
"ROA19C3","All Fatal and Injury Collisions","2013","2013","06","5","Number","42"
"ROA19C3","All Fatal and Injury Collisions","2013","2013","07","6","Number","87"
"ROA19C3","All Fatal and Injury Collisions","2013","2013","08","7","Number","124"
"ROA19C3","All Fatal and Injury Collisions","2013","2013","09","8","Number","271"
"ROA19C3","All Fatal and Injury Collisions","2013","2013","10","9","Number","252"
"ROA19C3","All Fatal and Injury Collisions","2013","2013","11","10","Number","193"
"ROA19C3","All Fatal and Injury Collisions","2013","2013","12","11","Number","275"
"ROA19C3","All Fatal and Injury Collisions","2013","2013","13","12","Number","305"
"ROA19C3","All Fatal and Injury Collisions","2013","2013","14","13","Number","304"
"ROA19C3","All Fatal and Injury Collisions","2013","2013","15","14","Number","314"
"ROA19C3","All Fatal and Injury Collisions","2013","2013","16","15","Number","322"
"ROA19C3","All Fatal and Injury Collisions","2013","2013","17","16","Number","358"
"ROA19C3","All Fatal and Injury Collisions","2013","2013","18","17","Number","382"
"ROA19C3","All Fatal and Injury Collisions","2013","2013","19","18","Number","380"
"ROA19C3","All Fatal and Injury Collisions","2013","2013","20","19","Number","304"
"ROA19C3","All Fatal and Injury Collisions","2013","2013","21","20","Number","248"
"ROA19C3","All Fatal and Injury Collisions","2013","2013","22","21","Number","178"
"ROA19C3","All Fatal and Injury Collisions","2013","2013","23","22","Number","144"
"ROA19C3","All Fatal and Injury Collisions","2013","2013","24","23","Number","121"
"ROA19C3","All Fatal and Injury Collisions","2014","2014","-","All hours","Number","5796"
"ROA19C3","All Fatal and Injury Collisions","2014","2014","01","12 midnight","Number","119"
"ROA19C3","All Fatal and Injury Collisions","2014","2014","02","1","Number","100"
"ROA19C3","All Fatal and Injury Collisions","2014","2014","03","2","Number","101"
"ROA19C3","All Fatal and Injury Collisions","2014","2014","04","3","Number","87"
"ROA19C3","All Fatal and Injury Collisions","2014","2014","05","4","Number","68"
"ROA19C3","All Fatal and Injury Collisions","2014","2014","06","5","Number","47"
"ROA19C3","All Fatal and Injury Collisions","2014","2014","07","6","Number","87"
"ROA19C3","All Fatal and Injury Collisions","2014","2014","08","7","Number","151"
"ROA19C3","All Fatal and Injury Collisions","2014","2014","09","8","Number","314"
"ROA19C3","All Fatal and Injury Collisions","2014","2014","10","9","Number","328"
"ROA19C3","All Fatal and Injury Collisions","2014","2014","11","10","Number","259"
"ROA19C3","All Fatal and Injury Collisions","2014","2014","12","11","Number","286"
"ROA19C3","All Fatal and Injury Collisions","2014","2014","13","12","Number","287"
"ROA19C3","All Fatal and Injury Collisions","2014","2014","14","13","Number","340"
"ROA19C3","All Fatal and Injury Collisions","2014","2014","15","14","Number","366"
"ROA19C3","All Fatal and Injury Collisions","2014","2014","16","15","Number","413"
"ROA19C3","All Fatal and Injury Collisions","2014","2014","17","16","Number","414"
"ROA19C3","All Fatal and Injury Collisions","2014","2014","18","17","Number","470"
"ROA19C3","All Fatal and Injury Collisions","2014","2014","19","18","Number","415"
"ROA19C3","All Fatal and Injury Collisions","2014","2014","20","19","Number","342"
"ROA19C3","All Fatal and Injury Collisions","2014","2014","21","20","Number","300"
"ROA19C3","All Fatal and Injury Collisions","2014","2014","22","21","Number","211"
"ROA19C3","All Fatal and Injury Collisions","2014","2014","23","22","Number","160"
"ROA19C3","All Fatal and Injury Collisions","2014","2014","24","23","Number","131"
"ROA19C3","All Fatal and Injury Collisions","2015","2015","-","All hours","Number","5831"
"ROA19C3","All Fatal and Injury Collisions","2015","2015","01","12 midnight","Number","121"
"ROA19C3","All Fatal and Injury Collisions","2015","2015","02","1","Number","94"
"ROA19C3","All Fatal and Injury Collisions","2015","2015","03","2","Number","113"
"ROA19C3","All Fatal and Injury Collisions","2015","2015","04","3","Number","91"
"ROA19C3","All Fatal and Injury Collisions","2015","2015","05","4","Number","68"
"ROA19C3","All Fatal and Injury Collisions","2015","2015","06","5","Number","59"
"ROA19C3","All Fatal and Injury Collisions","2015","2015","07","6","Number","91"
"ROA19C3","All Fatal and Injury Collisions","2015","2015","08","7","Number","186"
"ROA19C3","All Fatal and Injury Collisions","2015","2015","09","8","Number","322"
"ROA19C3","All Fatal and Injury Collisions","2015","2015","10","9","Number","314"
"ROA19C3","All Fatal and Injury Collisions","2015","2015","11","10","Number","216"
"ROA19C3","All Fatal and Injury Collisions","2015","2015","12","11","Number","290"
"ROA19C3","All Fatal and Injury Collisions","2015","2015","13","12","Number","318"
"ROA19C3","All Fatal and Injury Collisions","2015","2015","14","13","Number","339"
"ROA19C3","All Fatal and Injury Collisions","2015","2015","15","14","Number","378"
"ROA19C3","All Fatal and Injury Collisions","2015","2015","16","15","Number","392"
"ROA19C3","All Fatal and Injury Collisions","2015","2015","17","16","Number","399"
"ROA19C3","All Fatal and Injury Collisions","2015","2015","18","17","Number","490"
"ROA19C3","All Fatal and Injury Collisions","2015","2015","19","18","Number","440"
"ROA19C3","All Fatal and Injury Collisions","2015","2015","20","19","Number","343"
"ROA19C3","All Fatal and Injury Collisions","2015","2015","21","20","Number","271"
"ROA19C3","All Fatal and Injury Collisions","2015","2015","22","21","Number","193"
"ROA19C3","All Fatal and Injury Collisions","2015","2015","23","22","Number","155"
"ROA19C3","All Fatal and Injury Collisions","2015","2015","24","23","Number","148"
"ROA19C3","All Fatal and Injury Collisions","2016","2016","-","All hours","Number","5891"
"ROA19C3","All Fatal and Injury Collisions","2016","2016","01","12 midnight","Number","117"
"ROA19C3","All Fatal and Injury Collisions","2016","2016","02","1","Number","110"
"ROA19C3","All Fatal and Injury Collisions","2016","2016","03","2","Number","86"
"ROA19C3","All Fatal and Injury Collisions","2016","2016","04","3","Number","92"
"ROA19C3","All Fatal and Injury Collisions","2016","2016","05","4","Number","58"
"ROA19C3","All Fatal and Injury Collisions","2016","2016","06","5","Number","57"
"ROA19C3","All Fatal and Injury Collisions","2016","2016","07","6","Number","95"
"ROA19C3","All Fatal and Injury Collisions","2016","2016","08","7","Number","233"
"ROA19C3","All Fatal and Injury Collisions","2016","2016","09","8","Number","366"
"ROA19C3","All Fatal and Injury Collisions","2016","2016","10","9","Number","309"
"ROA19C3","All Fatal and Injury Collisions","2016","2016","11","10","Number","235"
"ROA19C3","All Fatal and Injury Collisions","2016","2016","12","11","Number","243"
"ROA19C3","All Fatal and Injury Collisions","2016","2016","13","12","Number","344"
"ROA19C3","All Fatal and Injury Collisions","2016","2016","14","13","Number","365"
"ROA19C3","All Fatal and Injury Collisions","2016","2016","15","14","Number","342"
"ROA19C3","All Fatal and Injury Collisions","2016","2016","16","15","Number","358"
"ROA19C3","All Fatal and Injury Collisions","2016","2016","17","16","Number","448"
"ROA19C3","All Fatal and Injury Collisions","2016","2016","18","17","Number","496"
"ROA19C3","All Fatal and Injury Collisions","2016","2016","19","18","Number","430"
"ROA19C3","All Fatal and Injury Collisions","2016","2016","20","19","Number","349"
"ROA19C3","All Fatal and Injury Collisions","2016","2016","21","20","Number","247"
"ROA19C3","All Fatal and Injury Collisions","2016","2016","22","21","Number","200"
"ROA19C3","All Fatal and Injury Collisions","2016","2016","23","22","Number","174"
"ROA19C3","All Fatal and Injury Collisions","2016","2016","24","23","Number","137"
"ROA19C3","All Fatal and Injury Collisions","2017","2017","-","All hours","Number","6055"
"ROA19C3","All Fatal and Injury Collisions","2017","2017","01","12 midnight","Number","107"
"ROA19C3","All Fatal and Injury Collisions","2017","2017","02","1","Number","89"
"ROA19C3","All Fatal and Injury Collisions","2017","2017","03","2","Number","103"
"ROA19C3","All Fatal and Injury Collisions","2017","2017","04","3","Number","83"
"ROA19C3","All Fatal and Injury Collisions","2017","2017","05","4","Number","54"
"ROA19C3","All Fatal and Injury Collisions","2017","2017","06","5","Number","49"
"ROA19C3","All Fatal and Injury Collisions","2017","2017","07","6","Number","109"
"ROA19C3","All Fatal and Injury Collisions","2017","2017","08","7","Number","215"
"ROA19C3","All Fatal and Injury Collisions","2017","2017","09","8","Number","342"
"ROA19C3","All Fatal and Injury Collisions","2017","2017","10","9","Number","290"
"ROA19C3","All Fatal and Injury Collisions","2017","2017","11","10","Number","299"
"ROA19C3","All Fatal and Injury Collisions","2017","2017","12","11","Number","284"
"ROA19C3","All Fatal and Injury Collisions","2017","2017","13","12","Number","314"
"ROA19C3","All Fatal and Injury Collisions","2017","2017","14","13","Number","356"
"ROA19C3","All Fatal and Injury Collisions","2017","2017","15","14","Number","364"
"ROA19C3","All Fatal and Injury Collisions","2017","2017","16","15","Number","422"
"ROA19C3","All Fatal and Injury Collisions","2017","2017","17","16","Number","423"
"ROA19C3","All Fatal and Injury Collisions","2017","2017","18","17","Number","562"
"ROA19C3","All Fatal and Injury Collisions","2017","2017","19","18","Number","457"
"ROA19C3","All Fatal and Injury Collisions","2017","2017","20","19","Number","382"
"ROA19C3","All Fatal and Injury Collisions","2017","2017","21","20","Number","279"
"ROA19C3","All Fatal and Injury Collisions","2017","2017","22","21","Number","182"
"ROA19C3","All Fatal and Injury Collisions","2017","2017","23","22","Number","158"
"ROA19C3","All Fatal and Injury Collisions","2017","2017","24","23","Number","132"
"ROA19C3","All Fatal and Injury Collisions","2018","2018","-","All hours","Number","6106"
"ROA19C3","All Fatal and Injury Collisions","2018","2018","01","12 midnight","Number","128"
"ROA19C3","All Fatal and Injury Collisions","2018","2018","02","1","Number","82"
"ROA19C3","All Fatal and Injury Collisions","2018","2018","03","2","Number","96"
"ROA19C3","All Fatal and Injury Collisions","2018","2018","04","3","Number","73"
"ROA19C3","All Fatal and Injury Collisions","2018","2018","05","4","Number","44"
"ROA19C3","All Fatal and Injury Collisions","2018","2018","06","5","Number","51"
"ROA19C3","All Fatal and Injury Collisions","2018","2018","07","6","Number","94"
