"STATISTIC","Statistic Label","TLIST(A1)","Year","C03119V03771","Hour of Day","UNIT","VALUE"
"ROA19C2","Injury Collisions","2013","2013","24","23","Number","117"
"ROA19C2","Injury Collisions","2014","2014","-","All hours","Number","5618"
"ROA19C2","Injury Collisions","2014","2014","01","12 midnight","Number","117"
"ROA19C2","Injury Collisions","2014","2014","02","1","Number","91"
"ROA19C2","Injury Collisions","2014","2014","03","2","Number","95"
"ROA19C2","Injury Collisions","2014","2014","04","3","Number","83"
"ROA19C2","Injury Collisions","2014","2014","05","4","Number","60"
"ROA19C2","Injury Collisions","2014","2014","06","5","Number","45"
"ROA19C2","Injury Collisions","2014","2014","07","6","Number","83"
"ROA19C2","Injury Collisions","2014","2014","08","7","Number","146"
"ROA19C2","Injury Collisions","2014","2014","09","8","Number","306"
"ROA19C2","Injury Collisions","2014","2014","10","9","Number","319"
"ROA19C2","Injury Collisions","2014","2014","11","10","Number","254"
"ROA19C2","Injury Collisions","2014","2014","12","11","Number","278"
"ROA19C2","Injury Collisions","2014","2014","13","12","Number","278"
"ROA19C2","Injury Collisions","2014","2014","14","13","Number","332"
"ROA19C2","Injury Collisions","2014","2014","15","14","Number","356"
"ROA19C2","Injury Collisions","2014","2014","16","15","Number","404"
"ROA19C2","Injury Collisions","2014","2014","17","16","Number","405"
"ROA19C2","Injury Collisions","2014","2014","18","17","Number","458"
"ROA19C2","Injury Collisions","2014","2014","19","18","Number","400"
"ROA19C2","Injury Collisions","2014","2014","20","19","Number","335"
"ROA19C2","Injury Collisions","2014","2014","21","20","Number","288"
"ROA19C2","Injury Collisions","2014","2014","22","21","Number","203"
"ROA19C2","Injury Collisions","2014","2014","23","22","Number","155"
"ROA19C2","Injury Collisions","2014","2014","24","23","Number","127"
"ROA19C2","Injury Collisions","2015","2015","-","All hours","Number","5676"
"ROA19C2","Injury Collisions","2015","2015","01","12 midnight","Number","115"
"ROA19C2","Injury Collisions","2015","2015","02","1","Number","89"
"ROA19C2","Injury Collisions","2015","2015","03","2","Number","105"
"ROA19C2","Injury Collisions","2015","2015","04","3","Number","85"
"ROA19C2","Injury Collisions","2015","2015","05","4","Number","65"
"ROA19C2","Injury Collisions","2015","2015","06","5","Number","55"
"ROA19C2","Injury Collisions","2015","2015","07","6","Number","86"
"ROA19C2","Injury Collisions","2015","2015","08","7","Number","182"
"ROA19C2","Injury Collisions","2015","2015","09","8","Number","319"
"ROA19C2","Injury Collisions","2015","2015","10","9","Number","309"
"ROA19C2","Injury Collisions","2015","2015","11","10","Number","212"
"ROA19C2","Injury Collisions","2015","2015","12","11","Number","275"
"ROA19C2","Injury Collisions","2015","2015","13","12","Number","311"
"ROA19C2","Injury Collisions","2015","2015","14","13","Number","333"
"ROA19C2","Injury Collisions","2015","2015","15","14","Number","368"
"ROA19C2","Injury Collisions","2015","2015","16","15","Number","387"
"ROA19C2","Injury Collisions","2015","2015","17","16","Number","390"
"ROA19C2","Injury Collisions","2015","2015","18","17","Number","480"
"ROA19C2","Injury Collisions","2015","2015","19","18","Number","435"
"ROA19C2","Injury Collisions","2015","2015","20","19","Number","336"
"ROA19C2","Injury Collisions","2015","2015","21","20","Number","268"
"ROA19C2","Injury Collisions","2015","2015","22","21","Number","181"
"ROA19C2","Injury Collisions","2015","2015","23","22","Number","146"
"ROA19C2","Injury Collisions","2015","2015","24","23","Number","144"
"ROA19C2","Injury Collisions","2016","2016","-","All hours","Number","5717"
"ROA19C2","Injury Collisions","2016","2016","01","12 midnight","Number","113"
"ROA19C2","Injury Collisions","2016","2016","02","1","Number","101"
"ROA19C2","Injury Collisions","2016","2016","03","2","Number","80"
"ROA19C2","Injury Collisions","2016","2016","04","3","Number","89"
"ROA19C2","Injury Collisions","2016","2016","05","4","Number","52"
"ROA19C2","Injury Collisions","2016","2016","06","5","Number","53"
"ROA19C2","Injury Collisions","2016","2016","07","6","Number","92"
"ROA19C2","Injury Collisions","2016","2016","08","7","Number","227"
"ROA19C2","Injury Collisions","2016","2016","09","8","Number","361"
"ROA19C2","Injury Collisions","2016","2016","10","9","Number","304"
"ROA19C2","Injury Collisions","2016","2016","11","10","Number","225"
"ROA19C2","Injury Collisions","2016","2016","12","11","Number","237"
"ROA19C2","Injury Collisions","2016","2016","13","12","Number","337"
"ROA19C2","Injury Collisions","2016","2016","14","13","Number","356"
"ROA19C2","Injury Collisions","2016","2016","15","14","Number","338"
"ROA19C2","Injury Collisions","2016","2016","16","15","Number","348"
"ROA19C2","Injury Collisions","2016","2016","17","16","Number","430"
"ROA19C2","Injury Collisions","2016","2016","18","17","Number","488"
"ROA19C2","Injury Collisions","2016","2016","19","18","Number","422"
"ROA19C2","Injury Collisions","2016","2016","20","19","Number","340"
"ROA19C2","Injury Collisions","2016","2016","21","20","Number","239"
"ROA19C2","Injury Collisions","2016","2016","22","21","Number","193"
"ROA19C2","Injury Collisions","2016","2016","23","22","Number","165"
"ROA19C2","Injury Collisions","2016","2016","24","23","Number","127"
"ROA19C2","Injury Collisions","2017","2017","-","All hours","Number","5914"
"ROA19C2","Injury Collisions","2017","2017","01","12 midnight","Number","102"
"ROA19C2","Injury Collisions","2017","2017","02","1","Number","82"
"ROA19C2","Injury Collisions","2017","2017","03","2","Number","100"
"ROA19C2","Injury Collisions","2017","2017","04","3","Number","78"
"ROA19C2","Injury Collisions","2017","2017","05","4","Number","49"
"ROA19C2","Injury Collisions","2017","2017","06","5","Number","47"
"ROA19C2","Injury Collisions","2017","2017","07","6","Number","106"
"ROA19C2","Injury Collisions","2017","2017","08","7","Number","207"
"ROA19C2","Injury Collisions","2017","2017","09","8","Number","338"
"ROA19C2","Injury Collisions","2017","2017","10","9","Number","283"
"ROA19C2","Injury Collisions","2017","2017","11","10","Number","294"
"ROA19C2","Injury Collisions","2017","2017","12","11","Number","277"
"ROA19C2","Injury Collisions","2017","2017","13","12","Number","303"
"ROA19C2","Injury Collisions","2017","2017","14","13","Number","352"
"ROA19C2","Injury Collisions","2017","2017","15","14","Number","352"
"ROA19C2","Injury Collisions","2017","2017","16","15","Number","415"
"ROA19C2","Injury Collisions","2017","2017","17","16","Number","415"
"ROA19C2","Injury Collisions","2017","2017","18","17","Number","556"
"ROA19C2","Injury Collisions","2017","2017","19","18","Number","451"
"ROA19C2","Injury Collisions","2017","2017","20","19","Number","375"
"ROA19C2","Injury Collisions","2017","2017","21","20","Number","272"
"ROA19C2","Injury Collisions","2017","2017","22","21","Number","179"
"ROA19C2","Injury Collisions","2017","2017","23","22","Number","154"
"ROA19C2","Injury Collisions","2017","2017","24","23","Number","127"
"ROA19C2","Injury Collisions","2018","2018","-","All hours","Number","5974"
"ROA19C2","Injury Collisions","2018","2018","01","12 midnight","Number","122"
"ROA19C2","Injury Collisions","2018","2018","02","1","Number","75"
"ROA19C2","Injury Collisions","2018","2018","03","2","Number","95"
"ROA19C2","Injury Collisions","2018","2018","04","3","Number","69"
"ROA19C2","Injury Collisions","2018","2018","05","4","Number","38"
"ROA19C2","Injury Collisions","2018","2018","06","5","Number","48"
"ROA19C2","Injury Collisions","2018","2018","07","6","Number","92"
"ROA19C2","Injury Collisions","2018","2018","08","7","Number","247"
"ROA19C2","Injury Collisions","2018","2018","09","8","Number","361"
"ROA19C2","Injury Collisions","2018","2018","10","9","Number","326"
"ROA19C2","Injury Collisions","2018","2018","11","10","Number","276"
"ROA19C2","Injury Collisions","2018","2018","12","11","Number","275"
"ROA19C2","Injury Collisions","2018","2018","13","12","Number","353"
"ROA19C2","Injury Collisions","2018","2018","14","13","Number","348"
"ROA19C2","Injury Collisions","2018","2018","15","14","Number","378"
"ROA19C2","Injury Collisions","2018","2018","16","15","Number","413"
"ROA19C2","Injury Collisions","2018","2018","17","16","Number","448"
"ROA19C2","Injury Collisions","2018","2018","18","17","Number","504"
"ROA19C2","Injury Collisions","2018","2018","19","18","Number","429"
"ROA19C2","Injury Collisions","2018","2018","20","19","Number","357"
"ROA19C2","Injury Collisions","2018","2018","21","20","Number","271"
"ROA19C2","Injury Collisions","2018","2018","22","21","Number","191"
"ROA19C2","Injury Collisions","2018","2018","23","22","Number","135"
"ROA19C2","Injury Collisions","2018","2018","24","23","Number","123"
"ROA19C2","Injury Collisions","2019","2019","-","All hours","Number","5698"
"ROA19C2","Injury Collisions","2019","2019","01","12 midnight","Number","81"
"ROA19C2","Injury Collisions","2019","2019","02","1","Number","83"
"ROA19C2","Injury Collisions","2019","2019","03","2","Number","66"
"ROA19C2","Injury Collisions","2019","2019","04","3","Number","55"
"ROA19C2","Injury Collisions","2019","2019","05","4","Number","37"
"ROA19C2","Injury Collisions","2019","2019","06","5","Number","35"
"ROA19C2","Injury Collisions","2019","2019","07","6","Number","92"
"ROA19C2","Injury Collisions","2019","2019","08","7","Number","260"
"ROA19C2","Injury Collisions","2019","2019","09","8","Number","386"
"ROA19C2","Injury Collisions","2019","2019","10","9","Number","306"
"ROA19C2","Injury Collisions","2019","2019","11","10","Number","238"
"ROA19C2","Injury Collisions","2019","2019","12","11","Number","266"
"ROA19C2","Injury Collisions","2019","2019","13","12","Number","330"
"ROA19C2","Injury Collisions","2019","2019","14","13","Number","343"
"ROA19C2","Injury Collisions","2019","2019","15","14","Number","374"
"ROA19C2","Injury Collisions","2019","2019","16","15","Number","408"
"ROA19C2","Injury Collisions","2019","2019","17","16","Number","434"
"ROA19C2","Injury Collisions","2019","2019","18","17","Number","491"
"ROA19C2","Injury Collisions","2019","2019","19","18","Number","424"
"ROA19C2","Injury Collisions","2019","2019","20","19","Number","320"
"ROA19C2","Injury Collisions","2019","2019","21","20","Number","239"
"ROA19C2","Injury Collisions","2019","2019","22","21","Number","177"
"ROA19C2","Injury Collisions","2019","2019","23","22","Number","143"
"ROA19C2","Injury Collisions","2019","2019","24","23","Number","110"
"ROA19C2","Injury Collisions","2020","2020","-","All hours","Number","4293"
"ROA19C2","Injury Collisions","2020","2020","01","12 midnight","Number","71"
"ROA19C2","Injury Collisions","2020","2020","02","1","Number","41"
"ROA19C2","Injury Collisions","2020","2020","03","2","Number","25"
"ROA19C2","Injury Collisions","2020","2020","04","3","Number","29"
"ROA19C2","Injury Collisions","2020","2020","05","4","Number","17"
"ROA19C2","Injury Collisions","2020","2020","06","5","Number","31"
"ROA19C2","Injury Collisions","2020","2020","07","6","Number","90"
"ROA19C2","Injury Collisions","2020","2020","08","7","Number","158"
"ROA19C2","Injury Collisions","2020","2020","09","8","Number","230"
"ROA19C2","Injury Collisions","2020","2020","10","9","Number","176"
"ROA19C2","Injury Collisions","2020","2020","11","10","Number","215"
"ROA19C2","Injury Collisions","2020","2020","12","11","Number","249"
"ROA19C2","Injury Collisions","2020","2020","13","12","Number","244"
"ROA19C2","Injury Collisions","2020","2020","14","13","Number","278"
"ROA19C2","Injury Collisions","2020","2020","15","14","Number","300"
"ROA19C2","Injury Collisions","2020","2020","16","15","Number","348"
"ROA19C2","Injury Collisions","2020","2020","17","16","Number","331"
"ROA19C2","Injury Collisions","2020","2020","18","17","Number","378"
"ROA19C2","Injury Collisions","2020","2020","19","18","Number","300"
"ROA19C2","Injury Collisions","2020","2020","20","19","Number","276"
"ROA19C2","Injury Collisions","2020","2020","21","20","Number","206"
"ROA19C2","Injury Collisions","2020","2020","22","21","Number","117"
"ROA19C2","Injury Collisions","2020","2020","23","22","Number","98"
"ROA19C2","Injury Collisions","2020","2020","24","23","Number","85"
"ROA19C2","Injury Collisions","2021","2021","-","All hours","Number","4789"
"ROA19C2","Injury Collisions","2021","2021","01","12 midnight","Number","93"
"ROA19C2","Injury Collisions","2021","2021","02","1","Number","53"
"ROA19C2","Injury Collisions","2021","2021","03","2","Number","40"
"ROA19C2","Injury Collisions","2021","2021","04","3","Number","30"
"ROA19C2","Injury Collisions","2021","2021","05","4","Number","24"
"ROA19C2","Injury Collisions","2021","2021","06","5","Number","37"
"ROA19C2","Injury Collisions","2021","2021","07","6","Number","61"
"ROA19C2","Injury Collisions","2021","2021","08","7","Number","176"
"ROA19C2","Injury Collisions","2021","2021","09","8","Number","246"
"ROA19C2","Injury Collisions","2021","2021","10","9","Number","218"
"ROA19C2","Injury Collisions","2021","2021","11","10","Number","201"
"ROA19C2","Injury Collisions","2021","2021","12","11","Number","222"
"ROA19C2","Injury Collisions","2021","2021","13","12","Number","308"
"ROA19C2","Injury Collisions","2021","2021","14","13","Number","334"
"ROA19C2","Injury Collisions","2021","2021","15","14","Number","332"
"ROA19C2","Injury Collisions","2021","2021","16","15","Number","342"
"ROA19C2","Injury Collisions","2021","2021","17","16","Number","397"
"ROA19C2","Injury Collisions","2021","2021","18","17","Number","424"
"ROA19C2","Injury Collisions","2021","2021","19","18","Number","338"
"ROA19C2","Injury Collisions","2021","2021","20","19","Number","289"
"ROA19C2","Injury Collisions","2021","2021","21","20","Number","232"
"ROA19C2","Injury Collisions","2021","2021","22","21","Number","160"
"ROA19C2","Injury Collisions","2021","2021","23","22","Number","127"
"ROA19C2","Injury Collisions","2021","2021","24","23","Number","105"
"ROA19C2","Injury Collisions","2022","2022","-","All hours","Number","5568"
"ROA19C2","Injury Collisions","2022","2022","01","12 midnight","Number","125"
"ROA19C2","Injury Collisions","2022","2022","02","1","Number","108"
"ROA19C2","Injury Collisions","2022","2022","03","2","Number","55"
"ROA19C2","Injury Collisions","2022","2022","04","3","Number","63"
"ROA19C2","Injury Collisions","2022","2022","05","4","Number","33"
"ROA19C2","Injury Collisions","2022","2022","06","5","Number","38"
"ROA19C2","Injury Collisions","2022","2022","07","6","Number","105"
"ROA19C2","Injury Collisions","2022","2022","08","7","Number","193"
"ROA19C2","Injury Collisions","2022","2022","09","8","Number","287"
"ROA19C2","Injury Collisions","2022","2022","10","9","Number","251"
"ROA19C2","Injury Collisions","2022","2022","11","10","Number","211"
"ROA19C2","Injury Collisions","2022","2022","12","11","Number","261"
"ROA19C2","Injury Collisions","2022","2022","13","12","Number","300"
"ROA19C2","Injury Collisions","2022","2022","14","13","Number","346"
"ROA19C2","Injury Collisions","2022","2022","15","14","Number","388"
"ROA19C2","Injury Collisions","2022","2022","16","15","Number","421"
"ROA19C2","Injury Collisions","2022","2022","17","16","Number","452"
"ROA19C2","Injury Collisions","2022","2022","18","17","Number","500"
"ROA19C2","Injury Collisions","2022","2022","19","18","Number","409"
"ROA19C2","Injury Collisions","2022","2022","20","19","Number","302"
"ROA19C2","Injury Collisions","2022","2022","21","20","Number","246"
"ROA19C2","Injury Collisions","2022","2022","22","21","Number","190"
"ROA19C2","Injury Collisions","2022","2022","23","22","Number","144"
"ROA19C2","Injury Collisions","2022","2022","24","23","Number","140"
"ROA19C2","Injury Collisions","2023","2023","-","All hours","Number","5352"
"ROA19C2","Injury Collisions","2023","2023","01","12 midnight","Number","106"
"ROA19C2","Injury Collisions","2023","2023","02","1","Number","72"
"ROA19C2","Injury Collisions","2023","2023","03","2","Number","67"
"ROA19C2","Injury Collisions","2023","2023","04","3","Number","50"
"ROA19C2","Injury Collisions","2023","2023","05","4","Number","42"
"ROA19C2","Injury Collisions","2023","2023","06","5","Number","45"
"ROA19C2","Injury Collisions","2023","2023","07","6","Number","80"
"ROA19C2","Injury Collisions","2023","2023","08","7","Number","196"
"ROA19C2","Injury Collisions","2023","2023","09","8","Number","289"
"ROA19C2","Injury Collisions","2023","2023","10","9","Number","275"
"ROA19C2","Injury Collisions","2023","2023","11","10","Number","236"
"ROA19C2","Injury Collisions","2023","2023","12","11","Number","246"
"ROA19C2","Injury Collisions","2023","2023","13","12","Number","283"
"ROA19C2","Injury Collisions","2023","2023","14","13","Number","340"
"ROA19C2","Injury Collisions","2023","2023","15","14","Number","356"
"ROA19C2","Injury Collisions","2023","2023","16","15","Number","373"
"ROA19C2","Injury Collisions","2023","2023","17","16","Number","449"
"ROA19C2","Injury Collisions","2023","2023","18","17","Number","470"
"ROA19C2","Injury Collisions","2023","2023","19","18","Number","409"
"ROA19C2","Injury Collisions","2023","2023","20","19","Number","282"
"ROA19C2","Injury Collisions","2023","2023","21","20","Number","231"
"ROA19C2","Injury Collisions","2023","2023","22","21","Number","188"
"ROA19C2","Injury Collisions","2023","2023","23","22","Number","160"
"ROA19C2","Injury Collisions","2023","2023","24","23","Number","107"
"ROA19C3","All Fatal and Injury Collisions","2005","2005","-","All hours","Number","6533"
"ROA19C3","All Fatal and Injury Collisions","2005","2005","01","12 midnight","Number","380"
"ROA19C3","All Fatal and Injury Collisions","2005","2005","02","1","Number","150"
"ROA19C3","All Fatal and Injury Collisions","2005","2005","03","2","Number","141"
"ROA19C3","All Fatal and Injury Collisions","2005","2005","04","3","Number","140"
"ROA19C3","All Fatal and Injury Collisions","2005","2005","05","4","Number","81"
"ROA19C3","All Fatal and Injury Collisions","2005","2005","06","5","Number","71"
"ROA19C3","All Fatal and Injury Collisions","2005","2005","07","6","Number","106"
"ROA19C3","All Fatal and Injury Collisions","2005","2005","08","7","Number","223"
"ROA19C3","All Fatal and Injury Collisions","2005","2005","09","8","Number","351"
"ROA19C3","All Fatal and Injury Collisions","2005","2005","10","9","Number","260"
"ROA19C3","All Fatal and Injury Collisions","2005","2005","11","10","Number","246"
"ROA19C3","All Fatal and Injury Collisions","2005","2005","12","11","Number","291"
"ROA19C3","All Fatal and Injury Collisions","2005","2005","13","12","Number","291"
"ROA19C3","All Fatal and Injury Collisions","2005","2005","14","13","Number","361"
"ROA19C3","All Fatal and Injury Collisions","2005","2005","15","14","Number","353"
"ROA19C3","All Fatal and Injury Collisions","2005","2005","16","15","Number","390"
"ROA19C3","All Fatal and Injury Collisions","2005","2005","17","16","Number","433"
"ROA19C3","All Fatal and Injury Collisions","2005","2005","18","17","Number","476"
"ROA19C3","All Fatal and Injury Collisions","2005","2005","19","18","Number","443"
"ROA19C3","All Fatal and Injury Collisions","2005","2005","20","19","Number","383"
"ROA19C3","All Fatal and Injury Collisions","2005","2005","21","20","Number","317"
"ROA19C3","All Fatal and Injury Collisions","2005","2005","22","21","Number","285"
"ROA19C3","All Fatal and Injury Collisions","2005","2005","23","22","Number","204"
"ROA19C3","All Fatal and Injury Collisions","2005","2005","24","23","Number","157"
"ROA19C3","All Fatal and Injury Collisions","2006","2006","-","All hours","Number","6017"
"ROA19C3","All Fatal and Injury Collisions","2006","2006","01","12 midnight","Number","244"
"ROA19C3","All Fatal and Injury Collisions","2006","2006","02","1","Number","138"
"ROA19C3","All Fatal and Injury Collisions","2006","2006","03","2","Number","121"
"ROA19C3","All Fatal and Injury Collisions","2006","2006","04","3","Number","124"
"ROA19C3","All Fatal and Injury Collisions","2006","2006","05","4","Number","75"
"ROA19C3","All Fatal and Injury Collisions","2006","2006","06","5","Number","64"
"ROA19C3","All Fatal and Injury Collisions","2006","2006","07","6","Number","91"
"ROA19C3","All Fatal and Injury Collisions","2006","2006","08","7","Number","201"
"ROA19C3","All Fatal and Injury Collisions","2006","2006","09","8","Number","333"
"ROA19C3","All Fatal and Injury Collisions","2006","2006","10","9","Number","298"
"ROA19C3","All Fatal and Injury Collisions","2006","2006","11","10","Number","234"
"ROA19C3","All Fatal and Injury Collisions","2006","2006","12","11","Number","262"
"ROA19C3","All Fatal and Injury Collisions","2006","2006","13","12","Number","277"
"ROA19C3","All Fatal and Injury Collisions","2006","2006","14","13","Number","328"
"ROA19C3","All Fatal and Injury Collisions","2006","2006","15","14","Number","345"
"ROA19C3","All Fatal and Injury Collisions","2006","2006","16","15","Number","372"
"ROA19C3","All Fatal and Injury Collisions","2006","2006","17","16","Number","374"
"ROA19C3","All Fatal and Injury Collisions","2006","2006","18","17","Number","516"
"ROA19C3","All Fatal and Injury Collisions","2006","2006","19","18","Number","409"
"ROA19C3","All Fatal and Injury Collisions","2006","2006","20","19","Number","370"
"ROA19C3","All Fatal and Injury Collisions","2006","2006","21","20","Number","282"
"ROA19C3","All Fatal and Injury Collisions","2006","2006","22","21","Number","235"
"ROA19C3","All Fatal and Injury Collisions","2006","2006","23","22","Number","178"
"ROA19C3","All Fatal and Injury Collisions","2006","2006","24","23","Number","146"
"ROA19C3","All Fatal and Injury Collisions","2007","2007","-","All hours","Number","5467"
"ROA19C3","All Fatal and Injury Collisions","2007","2007","01","12 midnight","Number","141"
"ROA19C3","All Fatal and Injury Collisions","2007","2007","02","1","Number","98"
"ROA19C3","All Fatal and Injury Collisions","2007","2007","03","2","Number","109"
"ROA19C3","All Fatal and Injury Collisions","2007","2007","04","3","Number","119"
"ROA19C3","All Fatal and Injury Collisions","2007","2007","05","4","Number","58"
"ROA19C3","All Fatal and Injury Collisions","2007","2007","06","5","Number","67"
"ROA19C3","All Fatal and Injury Collisions","2007","2007","07","6","Number","89"
"ROA19C3","All Fatal and Injury Collisions","2007","2007","08","7","Number","198"
"ROA19C3","All Fatal and Injury Collisions","2007","2007","09","8","Number","326"
"ROA19C3","All Fatal and Injury Collisions","2007","2007","10","9","Number","244"
"ROA19C3","All Fatal and Injury Collisions","2007","2007","11","10","Number","208"
"ROA19C3","All Fatal and Injury Collisions","2007","2007","12","11","Number","243"
"ROA19C3","All Fatal and Injury Collisions","2007","2007","13","12","Number","286"
"ROA19C3","All Fatal and Injury Collisions","2007","2007","14","13","Number","305"
"ROA19C3","All Fatal and Injury Collisions","2007","2007","15","14","Number","324"
"ROA19C3","All Fatal and Injury Collisions","2007","2007","16","15","Number","378"
"ROA19C3","All Fatal and Injury Collisions","2007","2007","17","16","Number","346"
"ROA19C3","All Fatal and Injury Collisions","2007","2007","18","17","Number","430"
"ROA19C3","All Fatal and Injury Collisions","2007","2007","19","18","Number","390"
"ROA19C3","All Fatal and Injury Collisions","2007","2007","20","19","Number","330"
"ROA19C3","All Fatal and Injury Collisions","2007","2007","21","20","Number","252"
"ROA19C3","All Fatal and Injury Collisions","2007","2007","22","21","Number","205"
"ROA19C3","All Fatal and Injury Collisions","2007","2007","23","22","Number","187"
"ROA19C3","All Fatal and Injury Collisions","2007","2007","24","23","Number","134"
"ROA19C3","All Fatal and Injury Collisions","2008","2008","-","All hours","Number","6736"
"ROA19C3","All Fatal and Injury Collisions","2008","2008","01","12 midnight","Number","151"
"ROA19C3","All Fatal and Injury Collisions","2008","2008","02","1","Number","143"
"ROA19C3","All Fatal and Injury Collisions","2008","2008","03","2","Number","129"
"ROA19C3","All Fatal and Injury Collisions","2008","2008","04","3","Number","127"
"ROA19C3","All Fatal and Injury Collisions","2008","2008","05","4","Number","88"
"ROA19C3","All Fatal and Injury Collisions","2008","2008","06","5","Number","68"
"ROA19C3","All Fatal and Injury Collisions","2008","2008","07","6","Number","106"
"ROA19C3","All Fatal and Injury Collisions","2008","2008","08","7","Number","216"
"ROA19C3","All Fatal and Injury Collisions","2008","2008","09","8","Number","377"
"ROA19C3","All Fatal and Injury Collisions","2008","2008","10","9","Number","333"
"ROA19C3","All Fatal and Injury Collisions","2008","2008","11","10","Number","291"
"ROA19C3","All Fatal and Injury Collisions","2008","2008","12","11","Number","300"
"ROA19C3","All Fatal and Injury Collisions","2008","2008","13","12","Number","351"
"ROA19C3","All Fatal and Injury Collisions","2008","2008","14","13","Number","419"
"ROA19C3","All Fatal and Injury Collisions","2008","2008","15","14","Number","361"
"ROA19C3","All Fatal and Injury Collisions","2008","2008","16","15","Number","413"
"ROA19C3","All Fatal and Injury Collisions","2008","2008","17","16","Number","479"
"ROA19C3","All Fatal and Injury Collisions","2008","2008","18","17","Number","537"
"ROA19C3","All Fatal and Injury Collisions","2008","2008","19","18","Number","432"
"ROA19C3","All Fatal and Injury Collisions","2008","2008","20","19","Number","409"
"ROA19C3","All Fatal and Injury Collisions","2008","2008","21","20","Number","340"
"ROA19C3","All Fatal and Injury Collisions","2008","2008","22","21","Number","266"
"ROA19C3","All Fatal and Injury Collisions","2008","2008","23","22","Number","220"
"ROA19C3","All Fatal and Injury Collisions","2008","2008","24","23","Number","180"
"ROA19C3","All Fatal and Injury Collisions","2009","2009","-","All hours","Number","6615"
"ROA19C3","All Fatal and Injury Collisions","2009","2009","01","12 midnight","Number","157"
"ROA19C3","All Fatal and Injury Collisions","2009","2009","02","1","Number","130"
"ROA19C3","All Fatal and Injury Collisions","2009","2009","03","2","Number","133"
"ROA19C3","All Fatal and Injury Collisions","2009","2009","04","3","Number","131"
"ROA19C3","All Fatal and Injury Collisions","2009","2009","05","4","Number","75"
"ROA19C3","All Fatal and Injury Collisions","2009","2009","06","5","Number","66"
"ROA19C3","All Fatal and Injury Collisions","2009","2009","07","6","Number","96"
"ROA19C3","All Fatal and Injury Collisions","2009","2009","08","7","Number","180"
"ROA19C3","All Fatal and Injury Collisions","2009","2009","09","8","Number","320"
"ROA19C3","All Fatal and Injury Collisions","2009","2009","10","9","Number","353"
"ROA19C3","All Fatal and Injury Collisions","2009","2009","11","10","Number","291"
"ROA19C3","All Fatal and Injury Collisions","2009","2009","12","11","Number","313"
"ROA19C3","All Fatal and Injury Collisions","2009","2009","13","12","Number","355"
"ROA19C3","All Fatal and Injury Collisions","2009","2009","14","13","Number","417"
"ROA19C3","All Fatal and Injury Collisions","2009","2009","15","14","Number","400"
"ROA19C3","All Fatal and Injury Collisions","2009","2009","16","15","Number","426"
"ROA19C3","All Fatal and Injury Collisions","2009","2009","17","16","Number","467"
"ROA19C3","All Fatal and Injury Collisions","2009","2009","18","17","Number","507"
"ROA19C3","All Fatal and Injury Collisions","2009","2009","19","18","Number","462"
"ROA19C3","All Fatal and Injury Collisions","2009","2009","20","19","Number","406"
"ROA19C3","All Fatal and Injury Collisions","2009","2009","21","20","Number","327"
"ROA19C3","All Fatal and Injury Collisions","2009","2009","22","21","Number","236"
"ROA19C3","All Fatal and Injury Collisions","2009","2009","23","22","Number","194"
"ROA19C3","All Fatal and Injury Collisions","2009","2009","24","23","Number","173"
"ROA19C3","All Fatal and Injury Collisions","2010","2010","-","All hours","Number","5780"
"ROA19C3","All Fatal and Injury Collisions","2010","2010","01","12 midnight","Number","140"
"ROA19C3","All Fatal and Injury Collisions","2010","2010","02","1","Number","116"
"ROA19C3","All Fatal and Injury Collisions","2010","2010","03","2","Number","113"
"ROA19C3","All Fatal and Injury Collisions","2010","2010","04","3","Number","124"
"ROA19C3","All Fatal and Injury Collisions","2010","2010","05","4","Number","59"
"ROA19C3","All Fatal and Injury Collisions","2010","2010","06","5","Number","60"
"ROA19C3","All Fatal and Injury Collisions","2010","2010","07","6","Number","73"
"ROA19C3","All Fatal and Injury Collisions","2010","2010","08","7","Number","163"
"ROA19C3","All Fatal and Injury Collisions","2010","2010","09","8","Number","280"
"ROA19C3","All Fatal and Injury Collisions","2010","2010","10","9","Number","324"
"ROA19C3","All Fatal and Injury Collisions","2010","2010","11","10","Number","236"
"ROA19C3","All Fatal and Injury Collisions","2010","2010","12","11","Number","293"
"ROA19C3","All Fatal and Injury Collisions","2010","2010","13","12","Number","324"
"ROA19C3","All Fatal and Injury Collisions","2010","2010","14","13","Number","347"
"ROA19C3","All Fatal and Injury Collisions","2010","2010","15","14","Number","354"
"ROA19C3","All Fatal and Injury Collisions","2010","2010","16","15","Number","403"
"ROA19C3","All Fatal and Injury Collisions","2010","2010","17","16","Number","391"
"ROA19C3","All Fatal and Injury Collisions","2010","2010","18","17","Number","394"
"ROA19C3","All Fatal and Injury Collisions","2010","2010","19","18","Number","374"
"ROA19C3","All Fatal and Injury Collisions","2010","2010","20","19","Number","360"
"ROA19C3","All Fatal and Injury Collisions","2010","2010","21","20","Number","292"
"ROA19C3","All Fatal and Injury Collisions","2010","2010","22","21","Number","220"
"ROA19C3","All Fatal and Injury Collisions","2010","2010","23","22","Number","181"
"ROA19C3","All Fatal and Injury Collisions","2010","2010","24","23","Number","159"
"ROA19C3","All Fatal and Injury Collisions","2011","2011","-","All hours","Number","5230"
"ROA19C3","All Fatal and Injury Collisions","2011","2011","01","12 midnight","Number","118"
